col0	No	種類	地域	市区町村コード	都道府県名	市区町村名	地区名	最寄駅：名称	最寄駅：距離（分）	取引価格（総額）	坪単価	間取り	面積（㎡）	取引価格（㎡単価）	土地の形状	間口	延床面積（㎡）	建築年	建物の構造	用途	今後の利用目的	前面道路：方位	前面道路：種類	前面道路：幅員（ｍ）	都市計画	建ぺい率（％）	容積率（％）	取引時点	改装	取引の事情等
2399	2400	宅地(土地)	住宅地	13111	東京都	大田区	大森中	梅屋敷(東京)	6	330000000	2400000.0		450	730000.0	ほぼ長方形	19.5					住宅	東	区道	5.2	第１種住居地域	60.0	200.0	2021年第３四半期		
2413	2414	宅地(土地)	商業地	13111	東京都	大田区	大森西	大森町	10	180000000	3000000.0		190	920000.0	長方形	10.2					工場	西	都道	20.0	近隣商業地域	80.0	300.0	2021年第３四半期		
2421	2422	宅地(土地)	商業地	13108	東京都	江東区	大島	大島(東京)	3	44000000	3100000.0		45	950000.0	ほぼ長方形	5.0						東	区道	6.2	近隣商業地域	80.0	300.0	2021年第４四半期		
2425	2426	宅地(土地)	商業地	13108	東京都	江東区	大島	大島(東京)	3	280000000	2600000.0		350	790000.0	不整形	5.4						北	都道	22.0	商業地域	80.0	500.0	2021年第３四半期		
2426	2427	宅地(土地)	住宅地	13108	東京都	江東区	大島	大島(東京)	3	55000000	3200000.0		55	960000.0	長方形	5.7						南	道路	3.0	商業地域	80.0	500.0	2021年第３四半期		
2427	2428	宅地(土地)	商業地	13108	東京都	江東区	大島	大島(東京)	3	92000000	5000000.0		60	1500000.0	長方形	6.3						北	都道	22.0	商業地域	80.0	500.0	2021年第３四半期		
2428	2429	宅地(土地)	住宅地	13108	東京都	江東区	大島	大島(東京)	9	35000000	3100000.0		35	940000.0	ほぼ長方形	3.9					住宅	北	区道	4.9	第１種中高層住居専用地域	60.0	300.0	2021年第３四半期		
2443	2444	宅地(土地)	住宅地	13111	東京都	大田区	大森東	大森町	15	29000000	1400000.0		65	440000.0	長方形	6.6						南東	区道	5.5	第１種住居地域	60.0	200.0	2021年第３四半期		
2459	2460	宅地(土地)	住宅地	13108	東京都	江東区	亀戸	亀戸	6	61000000	2400000.0		85	730000.0	ほぼ長方形	6.7					その他	西	区道	6.0	準工業地域	60.0	300.0	2021年第４四半期		私道を含む取引
2512	2513	宅地(土地)	住宅地	13111	東京都	大田区	蒲田	蒲田	8	30000000	1200000.0		80	370000.0	ほぼ長方形	7.0					その他	東	私道	2.8	第１種住居地域	60.0	300.0	2021年第３四半期		私道を含む取引
2523	2524	宅地(土地)	住宅地	13111	東京都	大田区	上池台	洗足池	8	37000000	2600000.0		45	800000.0	長方形	4.0					住宅	北西	区道	7.0	近隣商業地域	80.0	200.0	2021年第３四半期		
2524	2525	宅地(土地)	住宅地	13111	東京都	大田区	上池台	長原(東京)	8	35000000	1200000.0		95	370000.0	不整形	11.0					住宅	南	私道	4.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		私道を含む取引
2525	2526	宅地(土地)	住宅地	13111	東京都	大田区	上池台	長原(東京)	9	37000000	1800000.0		70	540000.0	ほぼ長方形	9.0					その他	南西	区道	6.8	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
2544	2545	宅地(土地)	住宅地	13111	東京都	大田区	北千束	大岡山	4	140000000	3300000.0		140	980000.0	長方形	11.3					住宅	北	区道	3.6	近隣商業地域	80.0	300.0	2021年第３四半期		
2552	2553	宅地(土地)	住宅地	13108	東京都	江東区	北砂	西大島	13	50000000	2700000.0		60	810000.0	ほぼ長方形	6.2					住宅	西	区道	7.7	準工業地域	60.0	300.0	2021年第４四半期		
2553	2554	宅地(土地)	住宅地	13108	東京都	江東区	北砂	西大島	12	11000000	680000.0		55	210000.0	ほぼ長方形	7.3					その他	接面道路無			第１種住居地域	60.0	300.0	2021年第４四半期		
2559	2560	宅地(土地)	住宅地	13111	東京都	大田区	北千束	洗足	4	160000000	1700000.0		310	510000.0	不整形							南西	私道	4.0	準住居地域	60.0	300.0	2021年第３四半期		
2572	2573	宅地(土地)	住宅地	13111	東京都	大田区	久が原	御嶽山	8	60000000	2400000.0		80	740000.0	ほぼ長方形	5.4					住宅	南東	区道	7.2	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
2577	2578	宅地(土地)	住宅地	13111	東京都	大田区	久が原	久が原	11	57000000	2300000.0		80	700000.0	ほぼ整形	5.4					住宅	南	区道	7.2	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
2593	2594	宅地(土地)	住宅地	13111	東京都	大田区	山王	大森(東京)	4	63000000	2900000.0		70	890000.0	ほぼ長方形	5.0					住宅	北	区道	2.7	第１種低層住居専用地域	60.0	150.0	2021年第３四半期		
2617	2618	宅地(土地)	住宅地	13111	東京都	大田区	下丸子	下丸子	5	83000000	1500000.0		180	460000.0	長方形	10.0					住宅	南西	区道	6.3	第１種住居地域	60.0	200.0	2021年第３四半期		
2640	2641	宅地(土地)	住宅地	13111	東京都	大田区	新蒲田	蒲田	11	53000000	2000000.0		90	600000.0	ほぼ長方形	8.0					その他	西	私道	3.7	第２種住居地域	60.0	300.0	2021年第３四半期		私道を含む取引
2643	2644	宅地(土地)	住宅地	13108	東京都	江東区	新大橋	森下(東京)	4	79000000	3100000.0		85	940000.0	ほぼ台形	6.4					その他	東	区道	8.0	準工業地域	60.0	300.0	2021年第３四半期		
2646	2647	宅地(土地)	住宅地	13111	東京都	大田区	新蒲田	矢口渡	16	26000000	1300000.0		65	390000.0	ほぼ台形	7.3					住宅	北東	私道	3.7	準工業地域	60.0	200.0	2021年第３四半期		
2647	2648	宅地(土地)	住宅地	13111	東京都	大田区	新蒲田	矢口渡	16	17000000	1500000.0		35	460000.0	ほぼ長方形	4.6					住宅	南	私道	4.0	準工業地域	60.0	200.0	2021年第３四半期		
2664	2665	宅地(土地)	住宅地	13111	東京都	大田区	千鳥	武蔵新田	4	37000000	2600000.0		45	780000.0	長方形	4.6					住宅	西	区道	9.0	第１種住居地域	60.0	200.0	2021年第３四半期		
2665	2666	宅地(土地)	住宅地	13111	東京都	大田区	千鳥	武蔵新田	4	37000000	2600000.0		45	780000.0	長方形	4.4					住宅	西	区道	9.1	第１種住居地域	60.0	200.0	2021年第３四半期		
2702	2703	宅地(土地)	住宅地	13111	東京都	大田区	中央	西馬込	16	41000000	1900000.0		50	570000.0	ほぼ台形	5.2						北	区道	5.4	第１種住居地域	60.0	200.0	2021年第３四半期		
2703	2704	宅地(土地)	住宅地	13111	東京都	大田区	中央	西馬込	15	25000000	360000.0		230	110000.0	袋地等						住宅	西	区道	3.1	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		私道を含む取引
2705	2706	宅地(土地)	住宅地	13111	東京都	大田区	田園調布	多摩川	9	80000000	1700000.0		155	510000.0	長方形	9.4						北西	私道	2.7	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
2710	2711	宅地(土地)	商業地	13111	東京都	大田区	田園調布	田園調布	4	90000000	3400000.0		90	1000000.0	ほぼ台形	8.5					住宅	南西	区道	10.8	近隣商業地域	80.0	200.0	2021年第３四半期		
2742	2743	宅地(土地)	住宅地	13111	東京都	大田区	田園調布南	沼部	6	78000000	1900000.0		135	580000.0	ほぼ長方形	5.5						南東	私道	4.0	第１種住居地域	60.0	200.0	2021年第３四半期		
2744	2745	宅地(土地)	住宅地	13111	東京都	大田区	仲池上	西馬込	9	120000000	1700000.0		230	500000.0	不整形	8.0					その他	西	区道	8.5	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
2784	2785	宅地(土地)	住宅地	13111	東京都	大田区	西蒲田	蒲田	14	53000000	2000000.0		90	590000.0	ほぼ長方形	8.0						北	私道	4.5	第１種住居地域	60.0	200.0	2021年第３四半期		私道を含む取引
2788	2789	宅地(土地)	住宅地	13111	東京都	大田区	西蒲田	蒲田	14	26000000	1600000.0		55	490000.0	袋地等	2.6					住宅	東	区道	4.2	第１種住居地域	60.0	200.0	2021年第３四半期		
2789	2790	宅地(土地)	住宅地	13111	東京都	大田区	西蒲田	蒲田	14	37000000	2100000.0		60	620000.0	ほぼ長方形	4.6					住宅	南西	私道	4.5	第１種住居地域	60.0	200.0	2021年第３四半期		
2791	2792	宅地(土地)	住宅地	13111	東京都	大田区	西蒲田	蒲田	13	40000000	1700000.0		80	510000.0	長方形	6.4					住宅	東	私道	4.0	第１種住居地域	60.0	200.0	2021年第３四半期		私道を含む取引
2799	2800	宅地(土地)	住宅地	13108	東京都	江東区	平野	清澄白河	10	350000000	1400000.0		830	420000.0	長方形	34.5					住宅	東	区道	6.0	準工業地域	60.0	300.0	2021年第４四半期		
2873	2874	宅地(土地)	商業地	13111	東京都	大田区	羽田	天空橋	5	85000000	4800000.0		60	1400000.0	ほぼ長方形	7.0					住宅	北	区道	9.0	近隣商業地域	80.0	300.0	2021年第３四半期		
2876	2877	宅地(土地)	商業地	13108	東京都	江東区	森下	森下(東京)	6	77000000	5000000.0		50	1500000.0	ほぼ長方形	8.8					住宅	北	区道	15.0	近隣商業地域	60.0	300.0	2021年第４四半期		
2895	2896	宅地(土地)	住宅地	13109	東京都	品川区	荏原	西小山	7	80000000	3800000.0		70	1200000.0	ほぼ台形	6.3					住宅	南東	区道	7.2	第１種住居地域	60.0	300.0	2021年第４四半期		
2898	2899	宅地(土地)	住宅地	13109	東京都	品川区	荏原	西小山	9	98000000	3300000.0		100	980000.0	ほぼ長方形	7.5					その他	西	区道	4.3	準工業地域	60.0	300.0	2021年第３四半期		
2902	2903	宅地(土地)	住宅地	13111	東京都	大田区	東嶺町	御嶽山	5	80000000	2300000.0		115	700000.0	長方形	7.5					住宅	南東	区道	6.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
2905	2906	宅地(土地)	商業地	13109	東京都	品川区	荏原	武蔵小山	4	700000000	7600000.0		300	2300000.0	不整形	26.4					住宅	北西	区道	5.4	商業地域	80.0	500.0	2021年第３四半期		
2910	2911	宅地(土地)	住宅地	13109	東京都	品川区	大井	大井町	8	50000000	1300000.0		125	400000.0	不整形						住宅	南	私道	4.0	第１種住居地域	60.0	200.0	2021年第４四半期		私道を含む取引
2915	2916	宅地(土地)	住宅地	13109	東京都	品川区	大井	大井町	2	22000000	1500000.0		50	440000.0	ほぼ長方形	6.5					住宅	南西	私道	2.1	近隣商業地域	80.0	300.0	2021年第３四半期		
2927	2928	宅地(土地)	住宅地	13109	東京都	品川区	大井	大森(東京)	11	70000000	3100000.0		75	920000.0	ほぼ整形	4.7					住宅	北	区道	3.7	第１種低層住居専用地域	60.0	150.0	2021年第３四半期		
2928	2929	宅地(土地)	住宅地	13109	東京都	品川区	大井	立会川	9	66000000	2100000.0		105	640000.0	長方形	11.8					住宅	北西	私道	2.7	第１種低層住居専用地域	60.0	150.0	2021年第４四半期		私道を含む取引
2958	2959	宅地(土地)	住宅地	13109	東京都	品川区	上大崎	目黒	5	63000000	2500000.0		85	750000.0	ほぼ長方形	7.7					住宅	南東	私道	4.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		私道を含む取引
2959	2960	宅地(土地)	住宅地	13109	東京都	品川区	上大崎	目黒	8	87000000	4200000.0		70	1300000.0	ほぼ長方形	4.5					住宅	東	区道	4.0	第１種住居地域	60.0	300.0	2021年第３四半期		
2960	2961	宅地(土地)	住宅地	13109	東京都	品川区	上大崎	目黒	8	84000000	4400000.0		65	1300000.0	長方形	6.0					住宅	東	区道	4.0	第１種住居地域	60.0	300.0	2021年第３四半期		私道を含む取引
2970	2971	宅地(土地)	商業地	13109	東京都	品川区	北品川	北品川	2	290000000	5300000.0		180	1600000.0	長方形	12.0					その他	東	区道	7.5	近隣商業地域	80.0	400.0	2021年第４四半期		
2971	2972	宅地(土地)	住宅地	13111	東京都	大田区	南馬込	大森(東京)	16	46000000	1500000.0		100	460000.0	不整形	2.6					住宅	南	区道	4.1	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
2974	2975	宅地(土地)	住宅地	13109	東京都	品川区	北品川	北品川	7	170000000	7100000.0		80	2200000.0	ほぼ長方形	11.4					住宅	北	私道	6.3	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
2983	2984	宅地(土地)	住宅地	13109	東京都	品川区	北品川	品川	12	100000000	5700000.0		60	1700000.0	ほぼ長方形	5.0					住宅	北西	私道	6.0	第１種低層住居専用地域	60.0	150.0	2021年第３四半期		
2989	2990	宅地(土地)	住宅地	13109	東京都	品川区	小山	洗足	3	340000000	2800000.0		410	830000.0	不整形	17.0					その他	西	区道	7.2	第１種低層住居専用地域	50.0	100.0	2021年第４四半期		
3004	3005	宅地(土地)	住宅地	13111	東京都	大田区	南雪谷	御嶽山	11	24000000	760000.0		105	230000.0	不整形	8.0					その他	北東	私道	4.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		私道を含む取引
3011	3012	宅地(土地)	住宅地	13109	東京都	品川区	戸越	戸越	2	95000000	1900000.0		170	560000.0	ほぼ長方形	11.5					住宅	北	区道	4.5	第１種住居地域	60.0	200.0	2021年第４四半期		
3013	3014	宅地(土地)	住宅地	13109	東京都	品川区	戸越	戸越	3	80000000	5000000.0		55	1500000.0	ほぼ長方形	3.2						西	区道	4.3	第１種住居地域	60.0	200.0	2021年第３四半期		
3023	3024	宅地(土地)	住宅地	13109	東京都	品川区	戸越	戸越公園	4	90000000	2600000.0		115	790000.0	長方形	6.3					住宅	南	区道	4.2	第１種住居地域	60.0	200.0	2021年第４四半期		
3043	3044	宅地(土地)	住宅地	13109	東京都	品川区	西大井	西大井	7	50000000	2200000.0		75	680000.0	ほぼ長方形	5.0					住宅	東	区道	3.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
3044	3045	宅地(土地)	住宅地	13109	東京都	品川区	西大井	西大井	11	65000000	1400000.0		150	430000.0	不整形	2.6					住宅	南東	区道	5.9	第１種低層住居専用地域	60.0	150.0	2021年第３四半期		
3048	3049	宅地(土地)	住宅地	13112	東京都	世田谷区	赤堤	松原(東京)	3	76000000	2600000.0		100	770000.0	ほぼ長方形	6.0						北	区道	8.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
3055	3056	宅地(土地)	住宅地	13109	東京都	品川区	西五反田	五反田	8	190000000	7500000.0		85	2300000.0	ほぼ台形	4.9					店舗	北東	区道	6.0	商業地域	80.0	700.0	2021年第３四半期		
3083	3084	宅地(土地)	住宅地	13109	東京都	品川区	西品川	大崎	7	83000000	2600000.0		110	770000.0	不整形	2.6					住宅	南東	私道	4.0	第１種住居地域	60.0	200.0	2021年第３四半期		
3105	3106	宅地(土地)	住宅地	13112	東京都	世田谷区	粕谷	千歳烏山	8	55000000	1800000.0		100	560000.0	ほぼ長方形	7.3					その他	東	区道	6.1	第１種低層住居専用地域	60.0	150.0	2021年第３四半期		
3124	3125	宅地(土地)	住宅地	13112	東京都	世田谷区	上馬	三軒茶屋	8	120000000	2800000.0		140	850000.0	長方形	10.0					住宅	南	区道	3.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
3136	3137	宅地(土地)	住宅地	13112	東京都	世田谷区	上北沢	上北沢	5	33000000	2200000.0		50	660000.0	ほぼ長方形	4.4					住宅	西	区道	4.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
3137	3138	宅地(土地)	住宅地	13112	東京都	世田谷区	上北沢	上北沢	5	35000000	2200000.0		55	660000.0	ほぼ長方形	4.4					住宅	西	区道	4.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
3142	3143	宅地(土地)	住宅地	13109	東京都	品川区	東五反田	高輪台	3	660000000	5200000.0		410	1600000.0	不整形	24.0					住宅	東	区道	8.2	第１種中高層住居専用地域	60.0	200.0	2021年第４四半期		
3153	3154	宅地(土地)	住宅地	13112	東京都	世田谷区	上祖師谷	仙川	13	58000000	1200000.0		160	360000.0	ほぼ整形	10.0					住宅	西	私道	4.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		私道を含む取引
3182	3183	宅地(土地)	住宅地	13109	東京都	品川区	平塚	戸越	4	160000000	3000000.0		180	900000.0	ほぼ長方形	9.0					その他	南東	区道	4.1	準工業地域	60.0	200.0	2021年第４四半期		
3183	3184	宅地(土地)	住宅地	13109	東京都	品川区	平塚	戸越	6	29000000	2600000.0		35	790000.0	ほぼ長方形	4.2					住宅	北西	私道	4.0	準工業地域	60.0	200.0	2021年第３四半期		私道を含む取引
3259	3260	宅地(土地)	住宅地	13112	東京都	世田谷区	駒沢	駒沢大学	8	79000000	2900000.0		90	870000.0	台形	6.6					住宅	西	区道	11.1	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
3267	3268	宅地(土地)	商業地	13110	東京都	目黒区	大岡山	大岡山	6	50000000	3100000.0		55	940000.0	ほぼ台形	3.5					住宅	東	区道	6.9	近隣商業地域	80.0	300.0	2021年第３四半期		
