col0	No	種類	地域	市区町村コード	都道府県名	市区町村名	地区名	最寄駅：名称	最寄駅：距離（分）	取引価格（総額）	坪単価	間取り	面積（㎡）	取引価格（㎡単価）	土地の形状	間口	延床面積（㎡）	建築年	建物の構造	用途	今後の利用目的	前面道路：方位	前面道路：種類	前面道路：幅員（ｍ）	都市計画	建ぺい率（％）	容積率（％）	取引時点	改装	取引の事情等
10453	10454	宅地(土地)	住宅地	13208	東京都	調布市	布田	布田	3	5000000	320000.0		50	98000.0	ほぼ整形							南	市道	4.0	第１種住居地域	60.0	200.0	2021年第４四半期		
10456	10457	宅地(土地)	住宅地	13208	東京都	調布市	緑ケ丘	仙川	20	16000000	1100000.0		50	320000.0	ほぼ台形	10.0					その他	北	市道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
10458	10459	宅地(土地)	住宅地	13228	東京都	あきる野市	瀬戸岡	秋川	15	11000000	270000.0		130	81000.0	ほぼ長方形	9.0					住宅	東	国道	16.0	第１種住居地域	60.0	200.0	2021年第３四半期		
10464	10465	宅地(土地)	住宅地	13228	東京都	あきる野市	野辺	東秋留	15	13000000	320000.0		135	96000.0	ほぼ長方形	8.8					住宅	西	市道	6.0	準工業地域	60.0	200.0	2021年第３四半期		
10494	10495	宅地(土地)	住宅地	13209	東京都	町田市	小山町	多摩境	9	26000000	560000.0		155	170000.0	ほぼ長方形	15.0					住宅	東	市道	66.0	第１種低層住居専用地域	50.0	100.0	2021年第４四半期		
10497	10498	宅地(土地)	住宅地	13209	東京都	町田市	小山町	多摩境	4	32000000	820000.0		125	250000.0	長方形	8.5					住宅	北	市道	6.0	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
10505	10506	宅地(土地)	住宅地	13209	東京都	町田市	金井	玉川学園前	29	60000000	270000.0		740	81000.0	ほぼ長方形	50.0m以上						南	私道	6.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10513	10514	宅地(土地)	住宅地	13209	東京都	町田市	金森	町田	18	43000000	880000.0		160	270000.0	ほぼ長方形	10.0					住宅	東	私道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10526	10527	宅地(土地)	住宅地	13209	東京都	町田市	木曽東	古淵	16	14000000	370000.0		125	110000.0	ほぼ長方形						住宅	北西	市道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10527	10528	宅地(土地)	住宅地	13209	東京都	町田市	高ヶ坂	町田	20	27000000	710000.0		125	210000.0	ほぼ長方形						住宅	北	市道	4.5	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10534	10535	宅地(土地)	商業地	13209	東京都	町田市	忠生	淵野辺	30分?60分	55000000	530000.0		340	160000.0	ほぼ正方形	19.0					店舗	北東	市道	25.0	準工業地域	60.0	200.0	2021年第３四半期		
10540	10541	宅地(土地)	住宅地	13209	東京都	町田市	玉川学園	玉川学園前	10	28000000	590000.0		155	180000.0	ほぼ長方形	8.0						南東	私道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
10543	10544	宅地(土地)	住宅地	13209	東京都	町田市	玉川学園	玉川学園前	4	26000000	520000.0		165	160000.0	不整形						住宅	南西	私道	4.4	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10545	10546	宅地(土地)	住宅地	13209	東京都	町田市	玉川学園	玉川学園前	9	32000000	420000.0		250	130000.0	ほぼ台形	18.5					住宅	北	市道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10564	10565	宅地(土地)	商業地	13229	東京都	西東京市	谷戸町	ひばりケ丘(東京)	6	30000000	1700000.0		60	520000.0	ほぼ長方形	10.3					その他	北	市道	4.0	近隣商業地域	80.0	200.0	2021年第３四半期		
10566	10567	宅地(土地)	住宅地	13209	東京都	町田市	中町	町田	23	80000000	1100000.0		240	330000.0	長方形	13.3					住宅	北東	市道	5.5	第２種中高層住居専用地域	60.0	200.0	2021年第４四半期		
10568	10569	宅地(土地)	住宅地	13209	東京都	町田市	中町	町田	14	48000000	1500000.0		105	460000.0	ほぼ正方形	10.0					住宅	南西	市道	5.5	第２種中高層住居専用地域	60.0	200.0	2021年第４四半期		
10575	10576	宅地(土地)	工業地	13303	東京都	西多摩郡瑞穂町	大字殿ケ谷	箱根ケ崎	22	78000000	490000.0		530	150000.0	長方形	19.1						北	都道	18.0	工業地域	60.0	200.0	2021年第３四半期		
10576	10577	宅地(土地)	住宅地	13209	東京都	町田市	成瀬が丘	成瀬	4	55000000	1000000.0		175	310000.0	ほぼ長方形	12.0					住宅	南西	市道	55.0	第２種低層住居専用地域	40.0	80.0	2021年第４四半期		
10578	10579	宅地(土地)	住宅地	13209	東京都	町田市	成瀬が丘	成瀬	4	42000000	1100000.0		120	350000.0	ほぼ長方形	9.1					住宅	西	市道	10.0	第１種住居地域	60.0	200.0	2021年第３四半期		
10585	10586	宅地(土地)	住宅地	13305	東京都	西多摩郡日の出町	大字大久野	武蔵五日市	20	11000000	250000.0		140	75000.0	長方形							北東	町道	4.2				2021年第３四半期		
10591	10592	宅地(土地)	住宅地	13209	東京都	町田市	野津田町	鶴川	30分?60分	14000000	350000.0		130	110000.0	不整形	3.2					住宅	南	市道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
10592	10593	宅地(土地)	宅地見込地	13209	東京都	町田市	野津田町	鶴川	30分?60分	6600000	10000.0		2000㎡以上	3000.0	ほぼ整形	45.0						南	市道	2.7	第１種低層住居専用地域	30.0	50.0	2021年第３四半期		
10595	10596	宅地(土地)	住宅地	13308	東京都	西多摩郡奥多摩町	棚澤	鳩ノ巣	12	3000000	62000.0		160	19000.0	台形	16.5					住宅	南西	町道	3.2	都市計画区域外			2021年第３四半期		
10606	10607	宅地(土地)	住宅地	13361	東京都	大島町	波浮港			600000	2800.0		710	850.0	ほぼ長方形	22.0					店舗	西	町道	3.7	市街化区域及び市街化調整区域外の都市計画区域	70.0	200.0	2021年第３四半期		
10617	10618	宅地(土地)	住宅地	13209	東京都	町田市	本町田	玉川学園前	30分?60分	20000000	330000.0		200	98000.0	ほぼ整形	11.0					住宅	東	私道		第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
10619	10620	宅地(土地)	住宅地	13209	東京都	町田市	本町田	町田	30分?60分	11000000	370000.0		100	110000.0	長方形	8.7					住宅	接面道路無			第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
10627	10628	宅地(土地)	住宅地	13209	東京都	町田市	南つくし野	すずかけ台	13	61000000	400000.0		500	120000.0	ほぼ長方形	33.0						北東	市道	6.0	第１種低層住居専用地域	50.0	100.0	2021年第４四半期		
10629	10630	宅地(土地)	住宅地	13209	東京都	町田市	南つくし野	すずかけ台	9	52000000	710000.0		240	210000.0	ほぼ長方形	16.3					住宅	南東	市道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10630	10631	宅地(土地)	住宅地	13209	東京都	町田市	南成瀬	成瀬	11	31000000	740000.0		140	220000.0	ほぼ長方形	7.4					住宅	東	市道	9.0	第２種中高層住居専用地域	50.0	100.0	2021年第４四半期		
10633	10634	宅地(土地)	住宅地	13209	東京都	町田市	南成瀬	成瀬	13	53000000	800000.0		220	240000.0	台形	14.0					住宅	南西	市道	8.0	準工業地域	60.0	200.0	2021年第３四半期		
10654	10655	宅地(土地)	住宅地	13209	東京都	町田市	森野	古淵	19	28000000	540000.0		170	160000.0	ほぼ長方形						住宅	南西	私道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10658	10659	宅地(土地)	住宅地	13209	東京都	町田市	薬師台	玉川学園前	30分?60分	25000000	500000.0		165	150000.0	ほぼ正方形	13.0						北西	市道	6.0	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
10659	10660	宅地(土地)	住宅地	13209	東京都	町田市	矢部町	淵野辺	20	23000000	560000.0		135	170000.0	ほぼ長方形	8.0					住宅	南	私道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10661	10662	宅地(土地)	宅地見込地	13209	東京都	町田市	山崎町	古淵	30分?60分	560000	3900.0		480	1200.0	不整形							接面道路無			第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
10663	10664	宅地(土地)	住宅地	13209	東京都	町田市	山崎町	玉川学園前	30分?60分	3000000	66000.0		150	20000.0	ほぼ整形	5.0					住宅	東	市道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
10666	10667	宅地(土地)	住宅地	13210	東京都	小金井市	梶野町	東小金井	8	36000000	1300000.0		90	410000.0	ほぼ長方形	7.8					住宅	北	市道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10670	10671	宅地(土地)	住宅地	13210	東京都	小金井市	中町	武蔵小金井	9	48000000	1300000.0		125	380000.0	長方形	6.1					住宅	北東	市道	3.8	第１種低層住居専用地域	50.0	80.0	2021年第４四半期		私道を含む取引
10672	10673	宅地(土地)	住宅地	13210	東京都	小金井市	中町	武蔵小金井	14	10000000	830000.0		40	250000.0	ほぼ長方形	4.3						南	都道	8.2	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
10675	10676	宅地(土地)	住宅地	13210	東京都	小金井市	貫井北町	国分寺	14	50000000	1400000.0		120	410000.0	ほぼ長方形	8.9					住宅	南東	私道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
10680	10681	宅地(土地)	住宅地	13210	東京都	小金井市	貫井南町	武蔵小金井	30分?60分	32000000	650000.0		165	200000.0	ほぼ長方形						住宅	南	私道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10687	10688	宅地(土地)	住宅地	13210	東京都	小金井市	東町	東小金井	9	55000000	1400000.0		130	410000.0	長方形	16.0					住宅	東	私道	3.3	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
10688	10689	宅地(土地)	住宅地	13210	東京都	小金井市	東町	東小金井	6	76000000	1300000.0		190	400000.0	ほぼ長方形	6.2					住宅	東	市道	6.0	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
10693	10694	宅地(土地)	住宅地	13210	東京都	小金井市	本町	武蔵小金井	15	38000000	1300000.0		100	390000.0	袋地等	3.3					住宅	西	市道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
10700	10701	宅地(土地)	住宅地	13210	東京都	小金井市	本町	武蔵小金井	6	70000000	1400000.0		165	420000.0	ほぼ長方形	9.6					住宅	南	私道	4.5	第１種低層住居専用地域	50.0	80.0	2021年第３四半期		
10711	10712	宅地(土地)	住宅地	13210	東京都	小金井市	前原町	武蔵小金井	15	68000000	1200000.0		185	360000.0	ほぼ長方形	12.0					住宅	南	市道	4.0	第１種低層住居専用地域	50.0	80.0	2021年第３四半期		
10712	10713	宅地(土地)	住宅地	13210	東京都	小金井市	前原町	武蔵小金井	18	100000000	710000.0		480	210000.0	ほぼ整形	19.1					住宅	西	市道	3.8	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10714	10715	宅地(土地)	住宅地	13210	東京都	小金井市	緑町	東小金井	10	57000000	1400000.0		130	430000.0	ほぼ長方形	8.3					住宅	東	都道	18.0	第１種住居地域	60.0	200.0	2021年第４四半期		
10718	10719	宅地(土地)	住宅地	13210	東京都	小金井市	緑町	武蔵小金井	14	58000000	1000000.0		190	310000.0	ほぼ台形	15.0						西	市道	4.0	第１種低層住居専用地域	50.0	80.0	2021年第４四半期		私道を含む取引
10727	10728	宅地(土地)	住宅地	13211	東京都	小平市	小川町	新小平	3	32000000	930000.0		115	280000.0	長方形	8.0					住宅	西	私道	6.0	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
10729	10730	宅地(土地)	住宅地	13211	東京都	小平市	小川町	新小平	6	34000000	1000000.0		110	310000.0	ほぼ正方形	10.2					住宅	東	市道	6.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10732	10733	宅地(土地)	住宅地	13211	東京都	小平市	小川町	鷹の台	13	30000000	850000.0		120	260000.0	長方形	9.5					住宅	西	市道	6.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10744	10745	宅地(土地)	住宅地	13212	東京都	日野市	旭が丘	豊田	20	32000000	470000.0		220	140000.0	ほぼ台形	11.0						南	市道	4.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
10751	10752	宅地(土地)	住宅地	13212	東京都	日野市	大坂上	日野(東京)	6	28000000	380000.0		250	120000.0	不整形	4.0					住宅	南	市道	4.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
10766	10767	宅地(土地)	住宅地	13212	東京都	日野市	多摩平	豊田	19	30000000	730000.0		135	220000.0	不整形	6.5						北	私道	4.0	第１種低層住居専用地域	50.0	100.0	2021年第４四半期		
10767	10768	宅地(土地)	住宅地	13212	東京都	日野市	多摩平	豊田	19	41000000	770000.0		175	230000.0	ほぼ長方形	19.0					店舗	南	国道	22.0	第２種中高層住居専用地域	60.0	200.0	2021年第４四半期		
10768	10769	宅地(土地)	住宅地	13212	東京都	日野市	多摩平	豊田	17	33000000	1100000.0		100	330000.0	長方形	5.7					住宅	北	市道	6.0	第１種低層住居専用地域	50.0	100.0	2021年第４四半期		
10774	10775	宅地(土地)	住宅地	13212	東京都	日野市	多摩平	豊田	15	32000000	980000.0		110	300000.0	長方形	8.6					その他	東	市道	7.5	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
10775	10776	宅地(土地)	住宅地	13212	東京都	日野市	多摩平	豊田	19	56000000	700000.0		270	210000.0	長方形	14.0					店舗	西	市道	6.0	第２種中高層住居専用地域	60.0	200.0	2021年第３四半期		
10778	10779	宅地(土地)	商業地	13212	東京都	日野市	豊田	豊田	8	79000000	810000.0		320	250000.0	ほぼ長方形	15.5						北西	区画街路	28.0	準住居地域	60.0	200.0	2021年第４四半期		
10782	10783	宅地(土地)	住宅地	13212	東京都	日野市	西平山	長沼(東京)	8	21000000	690000.0		100	210000.0	ほぼ正方形	9.0					住宅	南	市道	9.0	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
10783	10784	宅地(土地)	住宅地	13212	東京都	日野市	西平山	長沼(東京)	11	23000000	610000.0		120	190000.0	ほぼ正方形	10.0					住宅	北	市道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
10785	10786	宅地(土地)	住宅地	13212	東京都	日野市	東豊田	豊田	19	28000000	650000.0		145	200000.0	長方形	7.5					住宅	西	市道	6.0	第１種低層住居専用地域	50.0	100.0	2021年第４四半期		
10786	10787	宅地(土地)	住宅地	13212	東京都	日野市	東豊田	豊田	21	14000000	390000.0		120	120000.0	不整形						住宅	北東	私道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
10789	10790	宅地(土地)	住宅地	13212	東京都	日野市	東豊田	豊田	15	30000000	820000.0		120	250000.0	ほぼ長方形						住宅	南東	私道	4.5	第１種低層住居専用地域	50.0	100.0	2021年第４四半期		
10790	10791	宅地(土地)	住宅地	13212	東京都	日野市	東豊田	豊田	13	36000000	800000.0		150	240000.0	ほぼ長方形	7.5						南	市道	6.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
10795	10796	宅地(土地)	住宅地	13212	東京都	日野市	大字日野	甲州街道	5	13000000	480000.0		90	150000.0	ほぼ台形	5.7					住宅	南東	市道	4.0	準工業地域	60.0	200.0	2021年第３四半期		調停・競売等
10802	10803	宅地(土地)	住宅地	13212	東京都	日野市	平山	平山城址公園	8	57000000	400000.0		470	120000.0	不整形	34.0						北東	市道	14.0	第１種低層住居専用地域	50.0	100.0	2021年第４四半期		
10806	10807	宅地(土地)	住宅地	13212	東京都	日野市	平山	平山城址公園	10	27000000	290000.0		310	87000.0	ほぼ台形	19.0					住宅	南西	市道	6.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
10807	10808	宅地(土地)	住宅地	13212	東京都	日野市	平山	南平	10	17000000	90000.0		630	27000.0	不整形	16.0						北西	都道	9.0	第２種中高層住居専用地域	50.0	200.0	2021年第３四半期		
10811	10812	宅地(土地)	商業地	13212	東京都	日野市	程久保	程久保	2	6200000	300000.0		70	91000.0	ほぼ台形	2.3					その他	南東	都道	22.0	第２種中高層住居専用地域	60.0	200.0	2021年第４四半期		
10813	10814	宅地(土地)	住宅地	13212	東京都	日野市	程久保	程久保	3	8500000	190000.0		150	56000.0	ほぼ長方形	5.5					住宅	西	道路	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10822	10823	宅地(土地)	住宅地	13212	東京都	日野市	南平	高幡不動	16	21000000	570000.0		120	170000.0	長方形	8.0					住宅	南西	市道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
10841	10842	宅地(土地)	住宅地	13213	東京都	東村山市	青葉町	東村山	25	33000000	400000.0		270	120000.0	長方形	9.3						北西	市道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10842	10843	宅地(土地)	住宅地	13213	東京都	東村山市	青葉町	東村山	25	33000000	340000.0		320	100000.0	ほぼ正方形	18.0						南西	私道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10851	10852	宅地(土地)	住宅地	13213	東京都	東村山市	秋津町	新秋津	9	33000000	620000.0		175	190000.0	ほぼ長方形	10.2					住宅	南西	市道	5.2	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
10853	10854	宅地(土地)	住宅地	13213	東京都	東村山市	秋津町	新秋津	7	35000000	830000.0		140	250000.0	ほぼ正方形	11.2					住宅	南東	私道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10855	10856	宅地(土地)	住宅地	13213	東京都	東村山市	秋津町	所沢	15	35000000	510000.0		230	160000.0	ほぼ長方形	9.8					住宅	南西	市道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10856	10857	宅地(土地)	住宅地	13213	東京都	東村山市	恩多町	久米川	20	20000000	520000.0		130	160000.0	ほぼ長方形	11.2					その他	北東	市道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
10859	10860	宅地(土地)	住宅地	13213	東京都	東村山市	恩多町	久米川	12	32000000	960000.0		110	290000.0	ほぼ長方形	9.6					住宅	西	市道	6.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10898	10899	宅地(土地)	住宅地	13214	東京都	国分寺市	内藤	国分寺	12	45000000	1100000.0		135	330000.0	長方形	7.7					住宅	南東	市道	5.7	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10899	10900	宅地(土地)	住宅地	13214	東京都	国分寺市	内藤	西国分寺	13	48000000	1100000.0		145	330000.0	長方形	10.5					住宅	南東	私道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10902	10903	宅地(土地)	住宅地	13214	東京都	国分寺市	並木町	恋ケ窪	12	36000000	860000.0		140	260000.0	不整形	12.7					住宅	南西	市道	9.1	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
10906	10907	宅地(土地)	住宅地	13214	東京都	国分寺市	西恋ケ窪	恋ケ窪	8	54000000	830000.0		220	250000.0	不整形	39.0						南西	私道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10910	10911	宅地(土地)	住宅地	13214	東京都	国分寺市	西恋ケ窪	西国分寺	7	48000000	990000.0		160	300000.0	長方形	10.2					住宅	北西	私道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		私道を含む取引
10912	10913	宅地(土地)	住宅地	13214	東京都	国分寺市	西恋ケ窪	西国分寺	6	44000000	1200000.0		120	370000.0	台形							北	私道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
10917	10918	宅地(土地)	住宅地	13214	東京都	国分寺市	西町	国立	10	28000000	1200000.0		80	350000.0	台形	12.1					住宅	北東	市道	7.3	第２種中高層住居専用地域	60.0	200.0	2021年第３四半期		
10919	10920	宅地(土地)	住宅地	13214	東京都	国分寺市	西町	国立	10	28000000	1100000.0		80	340000.0	不整形	2.2					住宅	北東	市道	7.3	第２種中高層住居専用地域	60.0	200.0	2021年第３四半期		
10922	10923	宅地(土地)	住宅地	13214	東京都	国分寺市	西町	国立	16	37000000	910000.0		135	280000.0	長方形	7.6					住宅	北東	市道	4.5	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10923	10924	宅地(土地)	住宅地	13214	東京都	国分寺市	西町	国立	17	38000000	920000.0		135	280000.0	長方形	7.7					住宅	北東	市道	4.5	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10927	10928	宅地(土地)	住宅地	13214	東京都	国分寺市	西元町	西国分寺	18	60000000	700000.0		280	210000.0	不整形							西	市道	2.7	第１種低層住居専用地域	30.0	60.0	2021年第４四半期		
10935	10936	宅地(土地)	住宅地	13214	東京都	国分寺市	東戸倉	恋ケ窪	3	21000000	780000.0		90	240000.0	長方形						住宅	南東	私道	4.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
10937	10938	宅地(土地)	住宅地	13214	東京都	国分寺市	東戸倉	恋ケ窪	9	25000000	830000.0		100	250000.0	長方形	9.0					住宅	南東	市道	5.5	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10942	10943	宅地(土地)	住宅地	13214	東京都	国分寺市	東元町	国分寺	15	30000000	1500000.0		65	440000.0	ほぼ長方形	7.0					住宅	南	市道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
10943	10944	宅地(土地)	住宅地	13214	東京都	国分寺市	東元町	国分寺	8	37000000	1100000.0		110	330000.0	ほぼ台形	7.1					その他	南東	市道	4.4	第１種低層住居専用地域	50.0	80.0	2021年第３四半期		
10949	10950	宅地(土地)	住宅地	13214	東京都	国分寺市	日吉町	国立	11	54000000	910000.0		195	270000.0	ほぼ正方形	13.0					住宅	南東	私道	4.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		私道を含む取引
10951	10952	宅地(土地)	住宅地	13214	東京都	国分寺市	日吉町	西国分寺	4	20000000	920000.0		70	280000.0	ほぼ長方形	6.0					住宅	北	私道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
10953	10954	宅地(土地)	住宅地	13214	東京都	国分寺市	富士本	国立	21	34000000	1100000.0		105	320000.0	ほぼ台形	18.7					住宅	南東	市道	5.0	第１種低層住居専用地域	50.0	100.0	2021年第４四半期		
10954	10955	宅地(土地)	住宅地	13214	東京都	国分寺市	富士本	国立	21	64000000	690000.0		310	210000.0	正方形	17.2					住宅	東	市道	5.0	第１種低層住居専用地域	50.0	80.0	2021年第３四半期		
10960	10961	宅地(土地)	住宅地	13214	東京都	国分寺市	本多	国分寺	19	47000000	1100000.0		150	320000.0	ほぼ正方形	11.8					住宅	西	市道	6.0	第１種低層住居専用地域	50.0	80.0	2021年第３四半期		
10961	10962	宅地(土地)	商業地	13214	東京都	国分寺市	本町	国分寺	30分?60分	110000000	2800000.0		130	850000.0	ほぼ台形	12.0					事務所	北西	市道	2.5	商業地域	80.0	400.0	2021年第４四半期		
10966	10967	宅地(土地)	住宅地	13214	東京都	国分寺市	南町	国分寺	9	120000000	1000000.0		380	310000.0	ほぼ長方形	11.0					住宅	南	私道	4.0	第１種低層住居専用地域	50.0	80.0	2021年第４四半期		
10972	10973	宅地(土地)	工業地	13215	東京都	国立市	泉	矢川	14	150000000	670000.0		740	200000.0	長方形	16.0					事務所	南西	都道	25.0	準工業地域	60.0	300.0	2021年第４四半期		
10973	10974	宅地(土地)	住宅地	13215	東京都	国立市	北	国立	10	91000000	1100000.0		270	330000.0	ほぼ長方形	21.0					住宅	西	私道	4.0	第１種低層住居専用地域	50.0	100.0	2021年第４四半期		
10976	10977	宅地(土地)	住宅地	13215	東京都	国立市	中	国立	6	170000000	1500000.0		380	460000.0	長方形	10.0						北	市道	5.5	第１種低層住居専用地域	50.0	100.0	2021年第４四半期		
10979	10980	宅地(土地)	商業地	13215	東京都	国立市	中	国立	11	47000000	1300000.0		115	410000.0	長方形	6.0					住宅	南東	市道	11.0	近隣商業地域	80.0	400.0	2021年第３四半期		
10980	10981	宅地(土地)	住宅地	13215	東京都	国立市	中	国立	20	45000000	1100000.0		135	340000.0	ほぼ正方形	11.0					住宅	西	市道	5.5	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
10985	10986	宅地(土地)	住宅地	13215	東京都	国立市	西	国立	22	50000000	1400000.0		120	420000.0	ほぼ長方形	12.0					住宅	南	私道	5.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
10988	10989	宅地(土地)	住宅地	13215	東京都	国立市	東	国立	11	70000000	990000.0		230	300000.0	ほぼ長方形	19.0					その他	北	私道	4.0	第１種低層住居専用地域	50.0	100.0	2021年第４四半期		私道を含む取引
10989	10990	宅地(土地)	住宅地	13215	東京都	国立市	東	国立	10	56000000	1600000.0		115	480000.0	ほぼ長方形	6.5					住宅	西	市道	5.5	第１種低層住居専用地域	50.0	100.0	2021年第４四半期		
10990	10991	宅地(土地)	住宅地	13215	東京都	国立市	東	国立	9	78000000	1600000.0		165	470000.0	ほぼ長方形	9.0					住宅	北	市道	5.5	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
10995	10996	宅地(土地)	住宅地	13215	東京都	国立市	富士見台	谷保	11	50000000	1600000.0		105	470000.0	長方形	8.0					住宅	北	市道	4.0	第２種中高層住居専用地域	60.0	200.0	2021年第３四半期		
10996	10997	宅地(土地)	住宅地	13215	東京都	国立市	谷保	矢川	3	33000000	660000.0		165	200000.0	ほぼ長方形	11.0					住宅	東	市道	3.4	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		私道を含む取引
11002	11003	宅地(土地)	住宅地	13218	東京都	福生市	加美平	福生	8	50000000	560000.0		290	170000.0	ほぼ長方形	9.6					住宅	北東	市道	8.0	第１種住居地域	60.0	200.0	2021年第４四半期		
11010	11011	宅地(土地)	住宅地	13218	東京都	福生市	大字熊川	拝島	6	40000000	480000.0		280	150000.0	不整形	8.1					住宅	南	都道	25.0	第１種中高層住居専用地域	60.0	200.0	2021年第４四半期		
11017	11018	宅地(土地)	住宅地	13218	東京都	福生市	大字福生	牛浜	11	24000000	570000.0		140	170000.0	長方形	8.3					住宅	南西	市道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
11018	11019	宅地(土地)	住宅地	13218	東京都	福生市	大字福生	東福生	1	26000000	490000.0		175	150000.0	ほぼ長方形	7.3					住宅	南	市道	6.0	第２種低層住居専用地域	40.0	80.0	2021年第４四半期		
11020	11021	宅地(土地)	商業地	13218	東京都	福生市	大字福生	福生	5	30000000	650000.0		155	200000.0	台形	14.4					住宅	北	市道	16.0	商業地域	80.0	400.0	2021年第４四半期		
11023	11024	宅地(土地)	住宅地	13218	東京都	福生市	大字福生	福生	7	32000000	320000.0		330	98000.0	不整形						住宅	西	私道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
11028	11029	宅地(土地)	住宅地	13218	東京都	福生市	本町	福生	5	28000000	810000.0		115	240000.0	ほぼ長方形	8.5					その他	西	都道	8.0	近隣商業地域	80.0	300.0	2021年第３四半期		
11034	11035	宅地(土地)	住宅地	13218	東京都	福生市	武蔵野台	福生	11	27000000	710000.0		125	210000.0	長方形	8.8						北	市道	8.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
11058	11059	宅地(土地)	住宅地	13219	東京都	狛江市	駒井町	和泉多摩川	14	31000000	1300000.0		80	390000.0	ほぼ長方形	11.0					住宅	北西	市道	6.7	第１種中高層住居専用地域	60.0	200.0	2021年第４四半期		私道を含む取引
11068	11069	宅地(土地)	住宅地	13219	東京都	狛江市	東野川	喜多見	16	33000000	1100000.0		100	330000.0	ほぼ長方形						住宅	南	市道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
