"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
4907,"中古マンション等","","13112","東京都","世田谷区","南烏山","千歳烏山","4",8700000,"","１Ｋ","15",,"","","","昭和60年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2021年第３四半期","未改装",""
4908,"中古マンション等","","13116","東京都","豊島区","西池袋","池袋","11",24000000,"","１Ｋ","20",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2021年第３四半期","未改装",""
4909,"中古マンション等","","13112","東京都","世田谷区","南烏山","八幡山","5",9800000,"","１Ｋ","15",,"","","","平成3年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,300,"2021年第４四半期","",""
4910,"中古マンション等","","13112","東京都","世田谷区","南烏山","八幡山","6",16000000,"","１Ｋ","20",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,300,"2021年第４四半期","未改装",""
4911,"中古マンション等","","13112","東京都","世田谷区","南烏山","八幡山","5",7000000,"","１Ｋ","20",,"","","","平成3年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,300,"2021年第４四半期","未改装",""
4912,"中古マンション等","","13112","東京都","世田谷区","南烏山","芦花公園","3",31000000,"","２ＬＤＫ","55",,"","","","","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2021年第４四半期","未改装",""
4913,"中古マンション等","","13112","東京都","世田谷区","南烏山","芦花公園","5",42000000,"","３ＬＤＫ","65",,"","","","昭和54年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2021年第４四半期","改装済",""
4914,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","南烏山","芦花公園","8",240000000,"","","350",,"ほぼ台形","15.0","320","平成2年","鉄骨造","共同住宅","住宅","南東","区道",6.0,"第１種中高層住居専用地域",60,200,"2021年第３四半期","",""
4915,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","南烏山","芦花公園","6",57000000,"","","55",,"長方形","4.0","85","平成28年","木造","住宅","住宅","南東","区道",3.8,"第１種中高層住居専用地域",60,200,"2021年第３四半期","",""
4916,"中古マンション等","","13112","東京都","世田谷区","南烏山","芦花公園","7",33000000,"","２ＬＤＫ","45",,"","","","昭和53年","ＳＲＣ","住宅","住宅","","",,"準住居地域",60,300,"2021年第３四半期","改装済",""
4917,"中古マンション等","","13112","東京都","世田谷区","南烏山","芦花公園","6",31000000,"","２ＬＤＫ","50",,"","","","昭和46年","ＳＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2021年第３四半期","改装済",""
4918,"中古マンション等","","13112","東京都","世田谷区","南烏山","芦花公園","8",70000000,"","２ＬＤＫ","80",,"","","","平成21年","ＲＣ","","住宅","","",,"第１種住居地域",60,200,"2021年第３四半期","未改装",""
4919,"中古マンション等","","13112","東京都","世田谷区","南烏山","芦花公園","8",54000000,"","２ＬＤＫ","65",,"","","","平成21年","ＲＣ","","住宅","","",,"第１種住居地域",60,200,"2021年第３四半期","未改装",""
4920,"中古マンション等","","13112","東京都","世田谷区","南烏山","芦花公園","6",32000000,"","３ＬＤＫ","60",,"","","","昭和46年","ＳＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2021年第３四半期","改装済",""
4921,"中古マンション等","","13112","東京都","世田谷区","南烏山","芦花公園","6",24000000,"","","55",,"","","","昭和46年","ＳＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2021年第３四半期","未改装",""
4922,"中古マンション等","","13116","東京都","豊島区","西池袋","要町","3",21000000,"","１Ｋ","20",,"","","","平成7年","ＳＲＣ","","住宅","","",,"商業地域",80,600,"2021年第３四半期","",""
4923,"中古マンション等","","13116","東京都","豊島区","西池袋","要町","3",55000000,"","２ＬＤＫ","50",,"","","","平成7年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2021年第３四半期","改装済",""
4924,"中古マンション等","","13116","東京都","豊島区","西池袋","要町","4",65000000,"","３ＬＤＫ","65",,"","","","平成10年","ＳＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"2021年第３四半期","改装済",""
4925,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","宮坂","経堂","7",120000000,"","","100",,"ほぼ台形","6.9","100","令和4年","木造","住宅","住宅","東","区道",4.6,"第１種低層住居専用地域",50,100,"2021年第４四半期","",""
4926,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","宮坂","経堂","7",120000000,"","","100",,"ほぼ整形","7.6","100","令和4年","鉄骨造","住宅","住宅","北東","区道",4.5,"第１種低層住居専用地域",50,100,"2021年第４四半期","",""
4927,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","宮坂","経堂","9",110000000,"","","105",,"ほぼ長方形","7.8","135","平成2年","鉄骨造","住宅","住宅","北","区道",6.0,"第１種低層住居専用地域",60,150,"2021年第３四半期","",""
4928,"中古マンション等","","13116","東京都","豊島区","西池袋","椎名町","4",15000000,"","","20",,"","","","平成10年","ＳＲＣ","住宅","その他","","",,"商業地域",80,400,"2021年第３四半期","",""
4929,"中古マンション等","","13116","東京都","豊島区","西巣鴨","大塚(東京)","11",39000000,"","２ＬＤＫ","55",,"","","","昭和53年","ＳＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"2021年第３四半期","改装済",""
4930,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","宮坂","宮の坂","5",94000000,"","","105",,"ほぼ長方形","9.3","90","平成19年","木造","住宅","住宅","南","区道",5.7,"第１種低層住居専用地域",50,100,"2021年第３四半期","",""
4931,"中古マンション等","","13116","東京都","豊島区","西巣鴨","庚申塚","1",76000000,"","３ＬＤＫ","85",,"","","","平成19年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2021年第３四半期","改装済",""
4932,"宅地(土地)","住宅地","13116","東京都","豊島区","西巣鴨","西巣鴨","5",73000000,"3500000","","70",1100000,"長方形","6.9","","","","","住宅","東","区道",5.6,"第１種中高層住居専用地域",60,300,"2021年第３四半期","",""
4933,"宅地(土地)","住宅地","13116","東京都","豊島区","西巣鴨","西巣鴨","5",110000000,"3500000","","105",1100000,"台形","10.2","","","","","住宅","北","区道",13.3,"第１種中高層住居専用地域",60,300,"2021年第３四半期","",""
4934,"宅地(土地と建物)","住宅地","13116","東京都","豊島区","西巣鴨","西巣鴨","5",73000000,"","","80",,"ほぼ長方形","","100","","木造","住宅","住宅","南東","私道",2.8,"第１種中高層住居専用地域",60,300,"2021年第３四半期","","隣地の購入"
4935,"中古マンション等","","13116","東京都","豊島区","西巣鴨","西巣鴨","5",19000000,"","１Ｋ","20",,"","","","平成15年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2021年第３四半期","未改装",""
4936,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","用賀","用賀","7",140000000,"","","130",,"ほぼ長方形","8.0","240","昭和63年","鉄骨造","共同住宅","住宅","北","区道",6.0,"第１種住居地域",60,300,"2021年第４四半期","",""
4937,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","10",97000000,"","３ＬＤＫ","80",,"","","","平成27年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",50,100,"2021年第４四半期","未改装",""
4938,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","11",60000000,"","３ＬＤＫ","65",,"","","","","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2021年第４四半期","未改装",""
4939,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","8",88000000,"","３ＬＤＫ","85",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",50,100,"2021年第４四半期","未改装",""
4940,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","4",44000000,"","３ＬＤＫ","45",,"","","","平成7年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2021年第４四半期","",""
4941,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","9",70000000,"","３ＬＤＫ","70",,"","","","平成24年","","","住宅","","",,"第１種住居地域",60,200,"2021年第４四半期","未改装",""
4942,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","5",27000000,"","１ＤＫ","25",,"","","","平成14年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2021年第４四半期","未改装",""
4943,"宅地(土地)","住宅地","13112","東京都","世田谷区","用賀","用賀","9",120000000,"1800000","","210",560000,"ほぼ長方形","13.5","","","","","住宅","北西","区道",8.0,"第１種低層住居専用地域",50,100,"2021年第３四半期","","関係者間取引"
4944,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","用賀","用賀","5",21000000,"","","80",,"ほぼ長方形","","60","昭和37年","ＲＣ","住宅","住宅","接面道路無","",,"第１種低層住居専用地域",50,100,"2021年第３四半期","","関係者間取引"
4945,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","用賀","用賀","8",68000000,"","","50",,"ほぼ長方形","4.0","70","平成23年","木造","住宅","住宅","東","私道",4.0,"第１種中高層住居専用地域",60,200,"2021年第３四半期","",""
4946,"宅地(土地)","住宅地","13112","東京都","世田谷区","用賀","用賀","7",76000000,"2400000","","105",710000,"長方形","8.6","","","","","住宅","南東","私道",5.0,"第１種低層住居専用地域",50,100,"2021年第３四半期","",""
4947,"宅地(土地)","住宅地","13112","東京都","世田谷区","用賀","用賀","7",89000000,"2400000","","125",710000,"ほぼ長方形","11.4","","","","","住宅","南東","私道",5.0,"第１種低層住居専用地域",50,100,"2021年第３四半期","",""
4948,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","用賀","用賀","9",130000000,"","","260",,"長方形","10.4","360","昭和62年","鉄骨造","事務所、倉庫","倉庫","北東","区道",11.0,"第１種住居地域",60,200,"2021年第３四半期","","関係者間取引"
4949,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","用賀","用賀","9",130000000,"","","95",,"ほぼ長方形","4.5","95","令和2年","木造","住宅","住宅","南","私道",5.0,"第１種低層住居専用地域",50,100,"2021年第３四半期","",""
4950,"宅地(土地)","商業地","13112","東京都","世田谷区","用賀","用賀","1",280000000,"6100000","","155",1800000,"ほぼ長方形","13.0","","","","","店舗","西","私道",2.7,"近隣商業地域",80,400,"2021年第３四半期","","隣地の購入"
4951,"宅地(土地)","商業地","13112","東京都","世田谷区","用賀","用賀","1",160000000,"8200000","","65",2500000,"ほぼ長方形","13.0","","","","","店舗","北","区道",10.9,"近隣商業地域",80,400,"2021年第３四半期","","隣地の購入"
4952,"中古マンション等","","13116","東京都","豊島区","東池袋","池袋","8",15000000,"","１Ｋ","30",,"","","","昭和48年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,800,"2021年第３四半期","",""
4953,"中古マンション等","","13116","東京都","豊島区","東池袋","池袋","11",29000000,"","１Ｋ","20",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2021年第３四半期","未改装",""
4954,"中古マンション等","","13116","東京都","豊島区","東池袋","池袋","8",15000000,"","１Ｋ","20",,"","","","昭和56年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,700,"2021年第３四半期","改装済",""
4955,"中古マンション等","","13116","東京都","豊島区","東池袋","池袋","8",14000000,"","１Ｋ","20",,"","","","昭和56年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,700,"2021年第３四半期","未改装",""
4956,"中古マンション等","","13112","東京都","世田谷区","若林","三軒茶屋","7",28000000,"","１ＤＫ","30",,"","","","昭和60年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2021年第４四半期","改装済",""
4957,"中古マンション等","","13112","東京都","世田谷区","若林","三軒茶屋","10",26000000,"","１Ｋ","20",,"","","","平成17年","ＲＣ","","その他","","",,"商業地域",80,500,"2021年第４四半期","",""
4958,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","若林","三軒茶屋","14",65000000,"","","95",,"長方形","6.5","105","平成17年","木造","住宅","住宅","南西","道路",3.6,"第１種低層住居専用地域",60,150,"2021年第３四半期","","私道を含む取引"
4959,"中古マンション等","","13112","東京都","世田谷区","若林","三軒茶屋","9",35000000,"","１Ｋ","25",,"","","","平成29年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2021年第３四半期","未改装",""
4960,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","若林","松陰神社前","4",140000000,"","","130",,"長方形","10.0","185","令和3年","木造","住宅","","南","私道",4.0,"第１種中高層住居専用地域",60,200,"2021年第４四半期","",""
4961,"中古マンション等","","13112","東京都","世田谷区","若林","松陰神社前","4",18000000,"","２ＤＫ","40",,"","","","昭和43年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2021年第４四半期","","調停・競売等"
4962,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","若林","若林(東京)","6",44000000,"","","120",,"長方形","4.0","110","平成2年","木造","住宅","住宅","南","私道",4.0,"第１種低層住居専用地域",60,150,"2021年第４四半期","",""
4963,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","若林","若林(東京)","7",34000000,"","","50",,"ほぼ長方形","6.0","65","平成5年","木造","住宅","住宅","西","区道",2.6,"第１種中高層住居専用地域",60,200,"2021年第４四半期","",""
4964,"中古マンション等","","13112","東京都","世田谷区","若林","若林(東京)","5",30000000,"","１ＬＤＫ","30",,"","","","昭和62年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2021年第４四半期","改装済",""
4965,"宅地(土地)","住宅地","13112","東京都","世田谷区","若林","若林(東京)","4",63000000,"2000000","","105",610000,"ほぼ長方形","7.0","","","","","住宅","南","区道",5.9,"第１種中高層住居専用地域",60,200,"2021年第３四半期","",""
4966,"中古マンション等","","13112","東京都","世田谷区","若林","若林(東京)","5",20000000,"","１Ｋ","20",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2021年第３四半期","未改装",""
4967,"中古マンション等","","13113","東京都","渋谷区","上原","東北沢","4",84000000,"","１ＬＤＫ","50",,"","","","平成27年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",60,150,"2021年第４四半期","未改装",""
4968,"中古マンション等","","13116","東京都","豊島区","東池袋","東池袋","1",160000000,"","３ＬＤＫ","90",,"","","","平成19年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2021年第３四半期","未改装",""
4969,"中古マンション等","","13116","東京都","豊島区","東池袋","東池袋","1",72000000,"","２ＬＤＫ","55",,"","","","平成19年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2021年第３四半期","未改装",""
4970,"宅地(土地)","住宅地","13113","東京都","渋谷区","上原","代々木上原","5",150000000,"5500000","","90",1700000,"ほぼ台形","6.9","","","","","住宅","北","区道",5.4,"第２種中高層住居専用地域",60,300,"2021年第４四半期","",""
4971,"中古マンション等","","13113","東京都","渋谷区","上原","代々木上原","6",110000000,"","３ＬＤＫ","75",,"","","","昭和59年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",60,150,"2021年第３四半期","改装済",""
4972,"中古マンション等","","13113","東京都","渋谷区","上原","代々木上原","10",110000000,"","３ＬＤＫ","75",,"","","","平成19年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",60,150,"2021年第３四半期","未改装",""
4973,"中古マンション等","","13113","東京都","渋谷区","宇田川町","渋谷","7",38000000,"","１ＬＤＫ","35",,"","","","昭和55年","ＳＲＣ","","住宅","","",,"商業地域",80,700,"2021年第４四半期","改装済",""
4974,"中古マンション等","","13113","東京都","渋谷区","宇田川町","渋谷","7",70000000,"","１Ｒ","65",,"","","","昭和53年","ＳＲＣ","住宅","店舗","","",,"商業地域",80,700,"2021年第３四半期","未改装",""
4975,"中古マンション等","","13116","東京都","豊島区","南池袋","池袋","8",30000000,"","１Ｋ","20",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2021年第３四半期","",""
4976,"中古マンション等","","13113","東京都","渋谷区","恵比寿","恵比寿","3",55000000,"","オープンフロア","30",,"","","","平成5年","ＳＲＣ","店舗","","","",,"商業地域",80,500,"2021年第４四半期","未改装",""
4977,"中古マンション等","","13113","東京都","渋谷区","恵比寿","恵比寿","15",30000000,"","１Ｋ","20",,"","","","平成26年","","住宅","住宅","","",,"第２種住居地域",80,400,"2021年第４四半期","未改装",""
4978,"中古マンション等","","13113","東京都","渋谷区","恵比寿","恵比寿","2",12000000,"","１Ｋ","15",,"","","","平成5年","ＳＲＣ","","","","",,"商業地域",80,500,"2021年第４四半期","",""
4979,"中古マンション等","","13113","東京都","渋谷区","恵比寿","恵比寿","2",12000000,"","１Ｋ","15",,"","","","平成5年","ＳＲＣ","","","","",,"商業地域",80,500,"2021年第４四半期","",""
4980,"中古マンション等","","13113","東京都","渋谷区","恵比寿","恵比寿","2",12000000,"","１Ｋ","15",,"","","","平成5年","ＳＲＣ","住宅","","","",,"商業地域",80,500,"2021年第４四半期","",""
4981,"中古マンション等","","13113","東京都","渋谷区","恵比寿","恵比寿","3",12000000,"","１Ｋ","15",,"","","","平成5年","ＳＲＣ","住宅","","","",,"商業地域",80,500,"2021年第４四半期","",""
4982,"中古マンション等","","13113","東京都","渋谷区","恵比寿","恵比寿","2",12000000,"","１Ｋ","15",,"","","","平成5年","ＳＲＣ","","","","",,"商業地域",80,500,"2021年第４四半期","",""
4983,"中古マンション等","","13113","東京都","渋谷区","恵比寿","恵比寿","6",13000000,"","１Ｋ","10",,"","","","昭和59年","ＲＣ","住宅","事務所","","",,"近隣商業地域",80,400,"2021年第４四半期","改装済",""
4984,"中古マンション等","","13113","東京都","渋谷区","恵比寿","恵比寿","3",22000000,"","１Ｋ","15",,"","","","平成5年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2021年第４四半期","未改装",""
4985,"中古マンション等","","13113","東京都","渋谷区","恵比寿","恵比寿","4",42000000,"","１ＬＤＫ","30",,"","","","昭和58年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2021年第３四半期","未改装",""
4986,"中古マンション等","","13113","東京都","渋谷区","恵比寿","恵比寿","8",40000000,"","１ＤＫ","25",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2021年第３四半期","改装済",""
4987,"中古マンション等","","13113","東京都","渋谷区","恵比寿","恵比寿","6",120000000,"","３ＬＤＫ","75",,"","","","平成11年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2021年第３四半期","未改装",""
4988,"宅地(土地)","住宅地","13116","東京都","豊島区","南池袋","東池袋","6",85000000,"2700000","","105",820000,"ほぼ長方形","13.0","","","","","住宅","東","私道",2.0,"第１種住居地域",60,400,"2021年第３四半期","","私道を含む取引"
4989,"中古マンション等","","13116","東京都","豊島区","南池袋","東池袋","3",25000000,"","１Ｋ","20",,"","","","平成27年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2021年第３四半期","未改装",""
4990,"宅地(土地と建物)","住宅地","13116","東京都","豊島区","南大塚","大塚(東京)","9",180000000,"","","270",,"ほぼ長方形","9.2","190","昭和41年","木造","住宅","その他","南西","私道",3.6,"第１種中高層住居専用地域",60,300,"2021年第３四半期","",""
4991,"宅地(土地と建物)","商業地","13116","東京都","豊島区","南大塚","大塚(東京)","5",1200000000,"","","240",,"不整形","13.6","","平成4年","ＳＲＣ","事務所","事務所","北東","都道",19.0,"商業地域",80,500,"2021年第３四半期","",""
4992,"中古マンション等","","13116","東京都","豊島区","南大塚","大塚(東京)","6",24000000,"","１Ｋ","20",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2021年第３四半期","未改装",""
4993,"中古マンション等","","13116","東京都","豊島区","南大塚","大塚(東京)","7",23000000,"","１Ｋ","20",,"","","","平成27年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2021年第３四半期","改装済",""
4994,"中古マンション等","","13116","東京都","豊島区","南大塚","大塚(東京)","3",66000000,"","１ＬＤＫ","55",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2021年第３四半期","未改装",""
4995,"中古マンション等","","13113","東京都","渋谷区","恵比寿","広尾","9",63000000,"","１ＬＤＫ","30",,"","","","平成23年","ＲＣ","住宅","","","",,"準工業地域",60,300,"2021年第３四半期","",""
4996,"中古マンション等","","13113","東京都","渋谷区","恵比寿","広尾","9",93000000,"","２ＬＤＫ","60",,"","","","平成10年","ＳＲＣ","","住宅","","",,"近隣商業地域",80,400,"2021年第３四半期","",""
4997,"宅地(土地と建物)","商業地","13113","東京都","渋谷区","恵比寿西","恵比寿","2",2200000000,"","","185",,"長方形","9.5","1100","昭和62年","鉄骨造","事務所、店舗","店舗","北東","区道",12.0,"商業地域",80,700,"2021年第４四半期","",""
4998,"宅地(土地と建物)","住宅地","13113","東京都","渋谷区","恵比寿西","恵比寿","5",1200000000,"","","460",,"ほぼ整形","29.5","900","昭和63年","ＲＣ","共同住宅、事務所、駐車場","事務所","南西","区道",6.0,"第２種中高層住居専用地域",60,300,"2021年第３四半期","",""
4999,"宅地(土地と建物)","住宅地","13116","東京都","豊島区","南大塚","新大塚","11",59000000,"","","50",,"ほぼ長方形","6.8","75","平成22年","木造","住宅","住宅","北東","私道",3.0,"第１種中高層住居専用地域",60,300,"2021年第３四半期","",""
5000,"中古マンション等","","13116","東京都","豊島区","南大塚","新大塚","6",72000000,"","３ＬＤＫ","65",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2021年第３四半期","未改装",""
5001,"中古マンション等","","13116","東京都","豊島区","南大塚","新大塚","2",23000000,"","１Ｋ","20",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2021年第３四半期","未改装",""
5002,"中古マンション等","","13113","東京都","渋谷区","恵比寿西","代官山","2",23000000,"","１Ｋ","25",,"","","","昭和40年","ＲＣ","住宅","","","",,"第２種中高層住居専用地域",60,300,"2021年第４四半期","",""
5003,"中古マンション等","","13113","東京都","渋谷区","恵比寿西","代官山","3",120000000,"","","55",,"","","","平成25年","ＲＣ","住宅","その他","","",,"商業地域",80,500,"2021年第４四半期","",""
5004,"中古マンション等","","13116","東京都","豊島区","南大塚","巣鴨","6",23000000,"","１Ｋ","20",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2021年第３四半期","未改装",""
5005,"中古マンション等","","13113","東京都","渋谷区","恵比寿南","恵比寿","6",55000000,"","１ＬＤＫ","40",,"","","","平成9年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2021年第４四半期","未改装",""
5006,"中古マンション等","","13113","東京都","渋谷区","恵比寿南","恵比寿","6",300000000,"","３ＬＤＫ","100",,"","","","令和2年","ＲＣ","","事務所","","",,"商業地域",80,600,"2021年第４四半期","",""
5007,"中古マンション等","","13113","東京都","渋谷区","恵比寿南","恵比寿","7",96000000,"","２ＬＤＫ","55",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2021年第３四半期","改装済",""
5008,"中古マンション等","","13113","東京都","渋谷区","恵比寿南","恵比寿","3",44000000,"","２ＬＤＫ","40",,"","","","昭和43年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2021年第３四半期","改装済",""
5009,"中古マンション等","","13113","東京都","渋谷区","恵比寿南","恵比寿","5",39000000,"","１Ｋ","25",,"","","","平成17年","ＲＣ","","住宅","","",,"商業地域",80,600,"2021年第３四半期","未改装",""
5010,"中古マンション等","","13116","東京都","豊島区","南長崎","落合南長崎","3",19000000,"","１Ｋ","20",,"","","","平成10年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2021年第３四半期","未改装",""
5011,"中古マンション等","","13113","東京都","渋谷区","大山町","代々木上原","9",100000000,"","２ＬＤＫ","60",,"","","","平成27年","ＲＣ","住宅","住宅","","",,"第２種低層住居専用地域",60,200,"2021年第４四半期","未改装",""
5012,"宅地(土地)","住宅地","13116","東京都","豊島区","南長崎","椎名町","8",33000000,"1900000","","60",560000,"長方形","8.0","","","","","住宅","北","区道",4.3,"第１種中高層住居専用地域",60,200,"2021年第３四半期","","私道を含む取引"
5013,"中古マンション等","","13113","東京都","渋谷区","神山町","渋谷","10",24000000,"","１Ｋ","25",,"","","","平成9年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2021年第４四半期","未改装",""
5014,"宅地(土地と建物)","住宅地","13113","東京都","渋谷区","神山町","神泉","1H30?2H",2100000000,"","","490",,"ほぼ整形","21.0","1100","令和3年","ＲＣ","共同住宅","住宅","南東","区道",3.4,"第１種低層住居専用地域",60,150,"2021年第４四半期","",""
5015,"中古マンション等","","13113","東京都","渋谷区","神山町","神泉","10",32000000,"","１Ｋ","25",,"","","","平成27年","ＲＣ","","住宅","","",,"第２種住居地域",60,400,"2021年第３四半期","未改装",""
5016,"中古マンション等","","13113","東京都","渋谷区","神山町","神泉","11",58000000,"","１ＬＤＫ","50",,"","","","平成15年","ＳＲＣ","","住宅","","",,"第２種住居地域",60,400,"2021年第３四半期","改装済",""
5017,"中古マンション等","","13113","東京都","渋谷区","神山町","神泉","11",58000000,"","１ＬＤＫ","50",,"","","","平成15年","ＳＲＣ","","住宅","","",,"第２種住居地域",60,400,"2021年第３四半期","",""
5018,"宅地(土地)","住宅地","13113","東京都","渋谷区","神山町","代々木公園","10",470000000,"5600000","","270",1700000,"ほぼ台形","8.5","","","","","住宅","南東","区道",7.1,"第１種低層住居専用地域",60,150,"2021年第３四半期","",""
5019,"中古マンション等","","13116","東京都","豊島区","南長崎","東長崎","3",56000000,"","３ＬＤＫ","60",,"","","","平成9年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2021年第３四半期","改装済",""
5020,"宅地(土地と建物)","住宅地","13113","東京都","渋谷区","桜丘町","渋谷","8",50000000,"","","50",,"ほぼ整形","","60","昭和43年","木造","住宅","事務所","北東","区道",3.1,"商業地域",80,500,"2021年第３四半期","",""
5021,"中古マンション等","","13113","東京都","渋谷区","桜丘町","渋谷","8",40000000,"","２ＤＫ","45",,"","","","昭和45年","ＲＣ","住宅","","","",,"第２種住居地域",60,300,"2021年第３四半期","未改装",""
5022,"中古マンション等","","13113","東京都","渋谷区","桜丘町","渋谷","8",38000000,"","１ＬＤＫ","35",,"","","","昭和45年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,300,"2021年第３四半期","改装済",""
5023,"中古マンション等","","13113","東京都","渋谷区","桜丘町","渋谷","5",22000000,"","１ＤＫ","35",,"","","","昭和49年","ＲＣ","住宅","事務所","","",,"商業地域",80,500,"2021年第３四半期","",""
5024,"中古マンション等","","13113","東京都","渋谷区","笹塚","笹塚","4",23000000,"","１Ｋ","20",,"","","","平成10年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2021年第４四半期","未改装",""
5025,"中古マンション等","","13113","東京都","渋谷区","笹塚","笹塚","3",21000000,"","１Ｋ","20",,"","","","平成11年","ＳＲＣ","","住宅","","",,"商業地域",80,500,"2021年第４四半期","",""
5026,"中古マンション等","","13113","東京都","渋谷区","笹塚","笹塚","3",23000000,"","１Ｋ","20",,"","","","平成17年","ＲＣ","","住宅","","",,"商業地域",80,500,"2021年第４四半期","未改装",""
5027,"中古マンション等","","13113","東京都","渋谷区","笹塚","笹塚","6",18000000,"","１Ｋ","15",,"","","","平成7年","ＳＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2021年第４四半期","未改装",""
